300 41680
287 271 72
100 209 59
240 203 46
39 87 5
247 206 38
176 123 89
132 185 85
173 293 66
277 237 34
244 255 23
284 219 15
9 207 85
13 115 61
2 173 89
59 227 62
163 101 76
249 98 83
43 188 44
237 95 29
239 21 28
40 209 7
196 194 10
86 9 69
87 20 71
242 280 48
233 60 98
269 49 2
70 176 48
241 114 16
123 61 2
282 127 31
25 184 14
54 236 3
283 223 67
1 199 92
290 252 46
161 32 52
29 278 90
252 292 83
195 67 15
251 274 66
193 300 26
260 92 44
72 82 72
149 37 5
220 21 34
197 141 15
258 55 42
159 65 21
32 185 1
183 74 40
238 72 40
263 212 46
192 149 60
138 110 74
101 172 76
42 66 39
184 131 63
100 278 34
54 186 90
255 242 83
103 181 45
61 140 28
271 140 45
220 118 61
215 197 78
132 173 56
191 12 88
194 201 40
92 158 23
171 21 31
108 115 7
268 171 81
158 89 6
273 259 36
297 7 57
116 89 58
209 257 31
12 213 65
272 267 1
216 210 53
258 112 29
232 244 70
93 272 27
113 143 89
116 45 44
8 288 55
211 95 90
59 245 72
237 112 2
6 251 90
85 54 74
278 153 100
271 40 36
57 249 21
284 298 10
244 175 100
250 197 44
201 247 46
127 136 61
30 151 42
150 241 72
152 184 29
104 166 55
71 293 47
286 165 79
226 154 6
44 237 98
116 66 99
155 242 22
126 95 25
236 250 11
121 177 100
253 114 31
240 55 48
288 29 82
277 78 44
297 109 95
186 227 27
51 158 70
65 160 54
205 50 2
174 280 8
286 264 40
9 173 72
176 240 22
142 70 37
127 200 91
237 206 36
165 227 42
194 71 52
213 203 22
248 114 48
237 32 78
245 154 15
103 56 100
164 232 50
297 93 46
14 252 41
280 258 94
205 165 80
262 298 38
194 25 52
231 71 78
251 142 44
21 252 8
42 260 44
133 168 30
196 186 14
55 216 73
66 57 58
55 101 40
300 110 28
6 248 98
219 46 31
160 40 5
195 148 85
232 119 87
59 147 65
213 234 49
263 234 14
124 90 21
45 201 94
40 46 16
70 30 27
248 197 93
27 86 59
250 135 94
88 282 87
68 223 50
199 265 42
87 40 20
293 40 2
39 278 36
188 164 1
114 43 24
92 195 61
225 221 61
101 41 43
58 268 66
169 249 76
175 210 13
69 131 4
72 165 61
265 24 39
23 170 36
163 22 30
230 66 4
264 153 64
295 52 39
132 241 1
236 293 95
85 248 17
298 273 53
35 237 47
86 167 73
18 2 58
282 142 64
71 130 10
216 264 99
187 211 43
178 107 82
7 98 39
128 157 99
170 274 95
210 257 94
49 169 83
39 164 15
182 211 61
123 102 30
284 195 58
269 290 14
48 124 73
122 29 44
32 214 14
229 141 63
255 120 98
210 74 47
64 151 13
68 128 21
214 196 18
216 159 24
162 56 58
74 13 17
75 193 95
161 3 41
212 34 6
258 210 49
105 88 45
288 296 5
201 43 40
67 117 11
132 42 66
202 175 54
84 85 89
46 78 14
247 131 46
248 296 20
202 249 84
62 175 90
103 33 29
190 247 88
152 203 65
60 174 87
1 270 7
28 159 49
144 199 4
114 249 15
63 223 51
119 68 7
197 14 1
123 40 41
230 110 95
76 284 80
228 24 18
141 244 35
271 246 29
20 253 77
150 55 66
138 266 7
290 26 44
179 241 2
3 9 48
60 137 74
9 158 82
222 57 100
63 215 62
91 28 42
169 279 27
185 126 49
256 261 76
151 145 34
133 114 23
24 70 4
51 46 25
210 87 53
131 197 31
237 7 82
34 25 66
183 294 53
21 36 13
96 228 96
261 80 49
62 46 95
144 32 13
267 207 32
270 253 8
37 218 29
178 50 10
37 168 67
31 288 50
28 48 73
58 26 16
276 187 31
182 7 100
127 205 29
207 119 49
52 245 92
144 238 73
191 289 34
162 251 35
144 92 17
178 22 67
97 221 38
297 113 47
81 213 60
20 185 84
143 125 35
2 154 95
97 143 90
140 299 50
157 14 28
18 104 94
156 52 80
70 282 50
213 19 64
29 10 55
288 3 90
45 252 38
139 273 42
259 297 42
40 291 47
242 32 46
86 54 94
265 26 61
185 6 97
97 127 38
127 161 7
126 124 19
285 81 50
119 256 68
92 82 35
96 238 20
221 25 19
95 23 84
257 237 27
195 145 63
14 180 23
207 84 90
8 279 9
87 44 37
211 155 42
294 7 75
110 94 20
153 271 28
278 99 41
270 60 10
180 227 2
115 150 91
222 75 43
20 102 49
239 22 72
84 61 82
279 157 9
112 249 66
154 250 10
240 68 11
76 233 19
243 15 18
212 146 2
187 32 1
60 214 86
140 30 49
174 279 30
253 203 99
218 286 45
300 75 61
242 114 87
288 283 2
41 244 57
22 89 53
182 97 48
110 223 83
128 166 79
151 122 85
155 264 27
12 22 80
231 260 25
61 118 36
191 167 84
265 111 76
189 70 70
85 270 49
147 226 64
220 65 95
292 77 53
126 52 98
138 144 80
49 223 1
141 225 57
113 77 79
113 72 17
212 172 35
77 285 13
119 117 86
107 180 99
298 140 9
246 16 45
43 232 62
266 47 1
247 77 50
166 280 68
56 255 47
58 264 18
78 85 15
120 239 32
261 124 13
180 153 49
29 237 12
272 171 88
260 29 48
119 226 10
11 221 77
290 111 52
27 20 28
227 229 92
124 3 78
53 178 17
70 194 36
103 242 51
152 238 18
125 106 49
258 38 100
180 87 89
267 105 1
291 300 93
11 232 84
194 33 60
190 38 4
82 158 16
195 232 17
119 287 81
14 104 39
118 151 39
99 47 16
58 213 36
67 79 65
173 236 20
68 216 37
154 63 36
53 161 14
74 156 42
172 196 63
198 220 95
46 29 59
203 166 94
139 38 88
1 268 55
143 174 52
121 173 67
104 135 74
231 170 63
168 172 83
140 100 60
294 295 48
199 143 42
278 66 37
277 273 48
184 80 25
231 219 54
103 174 83
37 137 74
291 48 63
116 122 92
145 140 34
82 90 22
95 118 82
166 169 34
133 243 32
137 275 80
222 170 1
20 178 35
277 113 62
290 244 19
165 43 23
84 291 45
255 184 79
207 148 28
48 226 5
295 289 67
206 63 5
211 269 40
90 189 65
27 205 3
116 276 96
159 92 74
161 114 95
91 258 100
166 162 39
168 34 41
151 179 28
21 55 92
29 293 17
107 204 18
145 150 97
250 169 88
283 109 21
104 102 6
180 150 65
237 22 28
111 132 8
65 173 51
277 230 32
75 167 73
218 299 24
70 160 61
77 88 99
31 119 49
18 29 42
7 3 47
150 270 17
252 293 81
55 294 99
178 103 93
285 31 42
191 127 46
55 24 33
172 74 56
117 290 78
267 152 30
187 90 84
170 88 58
297 272 12
165 252 59
13 52 66
275 195 52
173 279 35
94 220 47
252 260 37
159 161 95
281 117 31
223 267 61
60 287 28
59 184 56
231 225 35
261 257 86
221 176 48
57 25 28
44 169 83
248 206 85
190 229 20
80 51 32
172 32 67
134 122 34
112 222 34
200 122 31
256 250 73
170 90 34
10 51 55
258 113 10
92 32 51
124 24 66
176 146 41
236 115 80
130 273 100
234 21 42
193 70 73
255 163 22
3 46 79
252 229 84
226 283 50
277 229 93
35 39 36
166 88 59
123 199 68
171 62 31
171 286 57
1 239 59
119 236 68
34 27 1
129 86 75
254 298 44
274 255 74
279 178 97
146 35 13
121 154 67
203 180 83
124 106 74
246 66 61
269 146 83
22 15 47
86 1 62
113 211 53
29 126 39
209 46 56
216 230 94
107 201 26
241 131 83
41 199 29
231 100 15
113 162 80
62 1 93
130 88 65
44 227 12
12 285 50
43 189 81
138 109 51
79 51 65
3 263 39
67 86 71
49 51 84
131 12 43
238 8 50
275 174 38
292 235 18
217 14 100
6 291 94
16 180 69
250 300 2
103 257 69
145 97 100
80 43 67
158 33 88
226 294 6
168 2 94
205 86 16
39 77 15
250 172 70
155 142 10
184 227 17
163 236 15
51 275 21
259 274 52
111 57 78
109 166 36
44 26 16
280 88 4
188 273 48
153 105 52
158 15 40
138 210 39
280 34 36
138 255 68
169 97 82
26 196 74
271 272 74
153 31 91
299 161 33
149 112 19
297 243 24
173 275 73
51 144 49
271 112 71
271 21 57
130 284 58
291 93 65
261 113 60
200 92 22
253 221 90
267 112 13
174 265 82
109 99 15
119 28 97
271 106 38
69 138 13
190 215 49
24 13 20
156 43 21
171 271 29
66 206 23
93 152 12
235 164 39
54 12 35
155 139 64
203 124 15
95 179 61
145 8 77
101 107 8
283 95 48
255 148 45
225 189 41
38 298 51
96 47 89
129 175 90
250 143 40
253 175 85
292 238 88
289 220 46
18 117 26
73 70 46
102 16 34
104 165 63
202 71 40
57 189 98
278 114 54
199 85 71
271 110 95
295 159 58
202 28 55
271 184 67
78 157 77
212 299 42
57 127 12
213 22 22
122 226 28
18 11 57
267 296 86
217 95 8
64 173 71
211 300 58
172 97 43
241 17 73
25 247 43
117 198 92
144 13 75
188 231 55
232 173 39
271 33 68
98 74 34
99 33 96
19 48 15
168 171 41
83 152 100
168 247 93
282 24 16
31 8 64
262 130 49
8 218 54
225 178 23
188 57 78
276 119 98
60 22 91
30 149 21
209 254 86
2 86 41
237 262 18
118 88 60
124 81 33
227 230 16
291 265 87
177 55 6
277 285 78
153 186 17
32 104 67
280 153 96
210 168 87
252 223 78
38 290 49
160 271 17
183 104 95
124 82 87
15 179 20
95 140 29
50 80 5
32 10 75
279 135 27
106 129 8
219 4 29
8 102 39
151 294 57
181 94 82
288 14 71
32 54 27
91 68 81
170 79 47
112 221 68
115 89 40
186 122 29
92 248 81
151 133 26
88 21 73
103 211 67
77 48 70
227 19 35
198 214 79
26 266 23
119 281 49
19 60 87
93 273 14
283 189 94
88 106 20
161 147 10
26 253 33
125 237 28
201 288 59
75 135 61
107 22 41
180 182 70
186 93 13
205 139 7
12 153 67
154 273 12
233 297 1
107 202 22
217 108 71
21 121 96
239 206 64
42 253 12
163 91 17
276 201 35
20 18 14
61 181 23
92 270 13
187 185 3
3 1 66
27 10 36
166 19 14
138 287 94
251 160 65
54 298 39
284 63 60
134 34 73
233 275 58
220 228 88
40 3 88
206 25 16
131 266 28
272 43 26
25 68 93
78 288 84
44 84 36
230 11 88
253 100 17
206 122 93
139 79 9
35 193 23
229 71 100
17 89 81
259 257 85
253 125 92
20 115 90
179 175 62
275 300 67
127 294 82
244 32 81
181 138 10
236 93 61
35 136 89
222 277 62
199 46 31
83 151 7
223 17 82
159 228 81
70 144 74
247 124 1
253 243 92
208 149 35
148 35 94
178 31 38
182 62 64
223 277 18
244 28 62
214 114 65
298 244 36
109 268 40
124 216 81
115 55 76
158 78 21
119 273 91
257 126 46
15 116 28
162 84 8
133 29 81
230 265 12
223 140 21
250 140 67
258 119 82
263 89 62
191 194 67
244 58 3
229 26 61
251 175 57
43 286 55
266 224 16
129 26 27
242 239 60
239 142 6
240 78 21
77 240 64
235 125 60
108 54 6
174 77 30
185 256 65
71 94 40
204 182 69
220 178 35
45 47 82
114 297 18
228 70 85
100 185 82
232 208 18
229 115 83
162 93 53
262 286 98
151 200 29
161 249 92
268 169 46
163 208 26
99 3 52
174 290 98
241 30 8
87 77 48
286 189 88
229 250 94
277 232 62
93 26 34
209 276 16
119 170 85
189 174 53
212 108 84
170 26 64
164 150 92
227 121 32
187 21 44
180 172 81
151 138 17
295 50 3
295 270 15
204 189 40
83 139 98
17 182 9
129 284 48
27 21 98
187 232 51
203 90 27
5 80 51
255 41 36
253 216 62
278 217 76
205 243 19
265 142 87
285 262 33
267 262 20
251 146 42
158 103 18
180 3 68
69 237 18
163 279 46
191 183 100
72 180 9
81 295 20
294 140 21
31 193 83
203 42 14
47 270 58
258 184 34
257 109 87
75 184 63
291 117 3
296 10 74
105 142 31
183 149 84
202 286 24
11 224 57
135 88 21
116 127 67
259 272 35
30 150 95
102 5 77
109 95 73
171 225 44
218 254 29
221 128 90
153 285 89
80 278 63
150 82 83
57 42 7
204 259 70
53 270 83
205 166 42
123 261 27
153 211 21
130 245 82
286 293 80
167 226 20
262 206 23
129 17 32
44 89 99
9 279 64
75 224 86
197 279 68
188 130 22
129 168 65
77 92 71
52 289 80
39 150 62
14 281 64
43 177 97
237 18 25
45 105 20
39 194 84
39 12 20
155 296 90
268 63 85
263 198 35
194 299 64
37 162 94
286 117 65
136 276 9
273 215 86
32 159 80
83 88 60
187 281 86
7 40 93
90 195 35
90 65 42
58 219 74
55 270 86
128 72 23
259 142 87
134 283 99
56 142 34
220 111 67
228 106 86
58 27 55
209 85 41
15 72 34
150 226 68
14 88 71
258 90 33
104 44 95
35 54 79
268 42 11
129 119 66
277 293 1
67 257 72
250 222 58
271 196 51
96 42 4
85 52 84
198 149 31
62 88 41
222 50 2
6 202 63
33 122 50
264 51 34
135 147 91
137 139 20
296 217 30
49 249 74
82 256 22
11 179 56
181 163 81
179 247 76
282 78 56
103 77 76
134 47 34
50 176 57
245 27 34
146 143 71
132 159 79
254 248 25
218 236 86
205 108 18
268 139 83
220 239 92
270 190 64
210 283 66
38 35 70
187 124 73
199 52 80
185 293 34
169 29 100
233 14 27
111 79 67
181 182 48
267 265 64
27 163 56
138 79 26
254 68 24
215 255 78
87 217 94
212 44 2
4 254 15
149 273 37
281 155 2
141 261 75
34 127 65
148 81 12
106 269 14
259 51 65
19 271 18
112 102 54
290 196 77
182 23 59
61 218 99
114 236 81
64 123 42
282 95 34
229 218 22
25 45 4
216 235 25
121 155 21
130 135 72
145 91 49
188 110 88
114 172 7
77 69 14
87 172 7
237 165 81
68 140 88
151 87 52
117 155 50
22 199 67
229 206 72
22 174 30
239 145 70
293 118 75
88 131 71
290 57 56
183 134 83
249 72 19
201 69 68
86 236 4
16 65 39
143 2 77
113 224 7
96 155 2
284 267 79
143 82 7
178 202 68
267 143 43
127 120 96
227 174 40
293 133 77
273 120 34
99 49 42
109 55 90
154 122 15
38 235 56
281 125 61
228 167 51
197 81 75
10 120 80
176 145 39
204 104 98
96 37 28
230 51 87
105 210 1
41 60 91
153 222 57
152 118 94
232 279 74
145 271 5
123 160 71
282 230 13
3 203 25
47 244 70
113 176 39
149 205 47
41 289 44
118 137 13
259 124 37
14 218 34
104 64 6
230 209 54
80 136 98
204 258 80
13 242 11
221 168 16
117 105 77
35 150 97
267 137 71
242 230 89
289 74 45
228 163 54
169 201 1
65 125 100
116 205 33
275 208 90
268 226 76
82 201 30
129 69 57
86 206 88
25 288 71
75 265 29
263 44 67
151 46 81
222 109 81
252 196 56
48 39 74
8 14 99
300 80 20
197 255 6
11 170 99
221 211 69
240 69 90
109 111 100
279 159 70
7 18 11
10 73 46
252 202 98
219 18 56
211 139 93
76 219 34
117 122 85
198 134 19
89 45 21
196 119 22
228 190 76
63 92 50
83 231 37
167 59 6
156 256 49
58 275 50
190 111 62
221 248 90
91 180 7
165 61 53
145 248 62
137 12 23
146 137 96
223 22 54
287 214 51
38 75 98
158 41 33
47 217 62
50 70 58
128 238 4
283 281 43
233 21 52
240 276 79
178 54 30
74 113 28
249 124 80
58 165 52
295 175 7
281 244 48
70 143 60
220 78 25
153 21 58
297 2 7
114 169 66
250 62 66
280 228 60
232 295 72
296 207 46
168 253 48
274 277 47
186 246 75
40 297 85
91 2 66
290 170 26
14 208 58
162 218 77
249 21 21
189 129 76
52 81 72
78 219 84
195 151 23
24 94 84
88 199 37
200 43 57
87 42 5
146 182 52
258 87 23
21 197 35
191 165 67
208 29 87
91 265 51
220 269 68
97 260 74
119 5 49
4 226 48
63 143 82
71 173 67
252 195 12
114 165 10
7 80 41
38 107 12
106 148 60
191 251 88
88 230 70
49 153 21
80 272 26
91 236 74
24 140 15
94 32 34
252 33 70
181 298 5
138 13 95
57 87 1
244 267 66
69 168 12
158 62 63
151 91 98
243 57 65
258 255 89
1 263 25
183 290 27
128 18 13
5 279 9
114 251 70
120 174 89
58 144 61
265 92 41
219 208 41
227 226 60
145 172 63
110 77 41
36 45 16
194 165 98
76 274 71
213 51 20
96 170 83
27 287 85
76 254 58
90 84 82
239 204 80
165 276 52
144 212 100
136 116 90
119 169 48
117 297 93
85 99 17
48 235 57
298 274 97
145 42 20
165 298 60
186 250 33
65 74 9
140 253 34
194 298 51
251 85 86
73 77 37
212 35 32
263 179 71
219 95 27
13 145 39
151 36 70
166 170 68
70 296 40
13 247 43
66 73 96
138 227 82
101 83 40
146 71 56
123 122 65
226 229 16
35 97 73
281 262 22
162 230 25
201 297 18
297 183 82
297 195 65
88 149 65
43 282 11
164 183 17
278 295 33
66 79 1
58 243 91
89 189 18
232 286 12
242 51 37
108 208 5
89 57 71
206 26 23
28 151 49
277 250 78
242 260 93
158 109 85
262 299 63
115 96 20
203 142 74
205 6 3
47 14 82
100 272 26
149 291 16
180 242 49
219 280 39
41 272 30
177 138 18
176 125 50
166 259 72
227 116 3
41 33 86
281 50 85
30 237 5
175 140 30
252 259 34
70 126 81
90 169 22
177 196 99
283 127 50
289 281 44
51 89 32
168 285 15
105 154 73
142 245 33
232 19 74
231 62 62
97 121 48
174 218 27
85 89 35
64 205 74
226 70 10
276 190 40
271 62 24
47 11 60
142 177 17
251 281 87
103 197 63
55 52 6
178 234 8
87 262 34
99 160 80
90 21 87
8 113 70
226 215 78
226 242 2
10 71 41
291 79 10
96 217 83
98 230 46
17 135 92
117 238 62
55 19 47
53 251 50
157 159 36
224 195 16
55 267 49
286 164 91
160 237 74
218 50 85
165 102 56
121 209 38
10 254 28
148 183 87
170 76 68
124 23 37
281 300 89
101 27 77
165 228 82
134 209 44
159 143 24
88 214 73
135 84 8
252 279 63
253 107 67
87 85 41
257 188 76
279 204 40
122 129 13
103 241 64
245 125 91
208 101 3
222 281 4
241 78 4
160 46 3
55 181 62
113 209 54
265 280 59
78 142 27
118 112 13
250 13 78
176 254 80
33 283 17
15 218 50
137 24 48
185 205 53
40 93 73
11 6 3
135 163 49
102 82 87
14 198 77
270 275 50
50 29 3
68 90 99
64 146 97
122 235 58
24 215 40
294 214 82
234 218 100
179 198 29
237 28 39
269 109 17
92 153 50
122 57 31
244 130 97
218 97 79
249 133 64
88 35 29
264 124 30
277 109 2
274 284 58
223 143 27
64 221 53
172 134 27
171 162 30
98 175 97
244 49 29
81 241 37
247 130 71
276 253 10
10 234 9
202 182 30
172 27 79
55 284 37
260 200 2
154 239 35
248 30 61
264 273 81
196 282 94
210 205 52
9 69 36
234 280 3
111 193 41
6 137 19
197 89 44
138 202 88
15 45 63
125 63 34
164 5 76
295 122 72
125 278 41
144 276 19
43 27 43
292 259 86
122 63 14
270 185 55
105 54 11
296 139 30
76 10 1
149 211 10
79 123 88
85 233 1
176 180 29
128 159 7
77 132 59
29 205 4
292 283 30
213 222 83
136 236 42
24 170 86
107 157 8
102 38 85
235 167 32
60 96 54
232 156 22
224 68 36
140 158 91
120 261 79
160 169 75
253 31 15
276 234 91
218 177 56
6 197 45
286 73 61
201 270 33
43 297 66
248 280 97
71 8 61
115 1 55
189 6 23
90 264 14
156 42 18
276 29 10
202 217 40
150 107 79
269 83 89
97 262 39
98 96 84
229 23 15
27 228 42
134 206 20
179 184 76
133 112 46
39 76 44
272 118 79
218 91 64
298 50 59
207 213 72
86 242 11
300 71 31
98 292 79
254 251 2
163 221 60
159 293 97
14 284 39
33 251 44
231 11 4
15 209 75
17 177 15
287 156 46
282 130 33
213 11 83
272 278 2
287 53 33
108 244 11
136 82 42
253 258 1
266 39 15
260 241 47
270 273 50
71 184 3
165 241 4
70 218 88
299 103 22
125 293 94
283 1 38
64 283 12
35 14 70
199 128 2
8 277 32
20 152 7
147 237 54
126 296 64
25 263 70
18 242 52
280 198 98
242 80 39
267 181 53
288 238 94
291 217 86
195 246 61
258 17 21
247 191 41
70 110 85
49 160 67
168 173 63
255 261 47
159 286 62
107 96 10
154 48 75
244 266 96
92 93 82
98 204 98
241 274 49
104 185 6
171 11 29
231 244 99
43 69 66
97 225 7
146 235 86
89 170 91
114 12 25
228 58 80
223 80 65
178 141 30
94 75 57
29 211 84
237 185 96
256 198 51
149 166 38
28 2 69
284 153 81
180 42 43
268 134 5
34 43 60
111 243 89
24 294 16
83 195 27
159 187 34
255 6 12
241 92 13
244 13 49
95 224 83
103 13 84
176 225 79
161 21 27
106 177 96
214 14 52
52 138 19
160 87 44
164 242 12
299 168 74
226 47 94
289 116 49
25 95 38
109 149 16
136 71 70
270 7 97
199 30 15
95 199 21
191 88 79
191 64 20
28 211 82
23 181 83
202 140 48
119 193 84
181 146 62
243 190 95
10 88 95
280 83 54
196 89 19
40 246 81
40 167 95
250 90 94
92 172 22
218 252 42
106 23 44
204 248 96
222 27 5
32 273 3
17 79 66
279 150 62
7 6 16
71 74 69
66 31 99
295 6 6
59 92 73
191 41 85
253 202 20
255 154 13
190 238 79
29 226 8
99 244 78
189 80 41
211 261 81
107 53 18
72 204 98
157 169 83
291 184 13
274 146 80
234 236 35
123 188 53
104 232 45
27 178 21
44 81 13
283 228 17
190 210 23
99 91 84
1 4 80
141 46 46
271 135 48
98 287 97
162 233 81
20 37 100
281 127 27
125 153 17
274 257 5
263 72 99
123 287 40
169 75 19
176 110 56
130 214 89
176 103 16
191 259 89
53 60 93
212 215 58
16 81 31
237 3 59
130 11 60
189 197 49
185 213 86
289 185 44
97 98 95
160 206 71
170 289 67
11 282 81
188 35 72
108 230 40
227 27 35
18 58 53
12 68 27
231 263 22
133 167 17
49 173 100
150 93 93
52 15 36
204 294 26
289 130 58
295 10 15
172 11 52
196 188 8
7 134 15
186 103 50
258 291 46
188 253 29
174 287 35
63 293 7
125 77 49
20 236 19
63 201 23
86 138 10
103 187 99
147 298 61
176 141 25
273 300 20
282 279 28
43 251 74
279 242 92
130 151 66
45 188 97
220 83 90
196 237 55
109 20 52
208 46 100
32 11 89
245 136 88
141 198 25
110 245 42
56 292 19
162 97 25
113 83 54
169 228 26
142 60 95
228 296 3
288 193 100
222 113 93
16 174 1
251 72 34
214 20 50
90 19 52
78 269 21
245 23 2
109 139 70
54 285 90
240 182 61
265 203 88
32 110 17
77 243 26
45 72 63
259 165 5
251 66 54
14 273 2
37 35 16
139 94 93
49 261 22
221 10 81
276 138 49
64 270 97
99 288 95
172 80 4
73 119 64
251 76 36
148 162 88
25 257 62
192 272 4
95 235 15
13 112 21
61 170 53
200 73 39
171 212 48
193 172 53
273 257 69
55 291 71
9 64 100
19 172 30
67 139 27
216 50 1
232 42 79
51 77 10
252 103 67
299 45 20
117 156 51
153 236 22
165 77 80
51 236 62
282 106 32
90 192 35
22 258 14
202 210 2
140 129 60
45 149 57
296 190 11
115 214 95
25 126 68
119 292 44
270 257 77
270 284 9
252 142 89
100 280 23
273 136 66
255 19 92
182 277 34
149 58 53
175 147 98
31 270 12
296 142 41
32 167 70
215 135 56
226 178 52
264 72 58
22 157 2
27 89 59
68 64 37
61 56 55
149 268 64
152 72 95
134 72 38
275 61 72
39 268 87
266 208 90
249 255 66
102 292 21
160 111 52
269 239 74
146 260 99
130 5 22
152 290 7
108 229 78
62 216 28
2 129 7
227 173 13
269 188 11
75 144 15
128 256 57
105 296 22
15 181 54
90 31 92
194 239 14
48 168 86
37 200 3
72 119 38
145 70 2
288 247 59
133 254 98
18 176 9
12 108 16
264 278 54
84 116 18
71 205 68
137 132 51
65 63 95
95 180 48
152 85 44
293 217 76
259 36 69
123 232 12
187 70 30
185 33 9
110 219 3
2 15 5
52 92 98
133 288 14
65 161 33
127 66 18
84 72 9
47 18 69
24 148 31
194 77 37
271 296 39
154 53 36
52 175 46
182 53 51
168 230 93
57 165 33
158 115 93
220 157 34
180 18 5
256 98 61
248 14 39
151 92 88
252 146 99
294 167 10
99 27 96
68 239 31
162 232 15
70 181 75
236 263 80
76 194 48
152 24 20
177 267 7
27 253 44
136 17 7
151 63 55
63 210 59
126 151 85
91 148 31
92 140 44
63 161 98
123 237 61
226 65 100
196 275 73
88 123 74
239 235 48
260 223 57
165 79 98
66 138 90
177 65 42
186 179 81
21 258 70
156 86 14
51 74 40
130 240 53
165 158 100
69 210 94
241 3 31
246 266 46
212 20 86
200 117 77
88 31 98
192 147 49
28 209 35
15 284 26
185 183 81
211 180 54
279 246 53
180 5 44
173 288 40
276 231 33
256 20 90
231 235 66
198 279 90
146 84 68
113 151 94
115 84 20
227 213 62
14 21 79
277 196 66
50 107 25
248 253 68
227 64 56
243 96 25
39 119 18
145 277 3
45 210 87
114 277 83
94 54 80
138 169 15
174 45 100
260 224 90
116 223 30
235 147 95
188 182 98
255 278 72
13 126 55
247 289 85
144 85 79
144 55 94
286 47 29
264 256 30
135 25 10
229 239 90
192 27 63
75 190 23
128 96 7
274 80 99
256 150 35
199 242 81
267 39 1
73 288 15
100 218 33
195 137 15
285 165 59
72 143 1
49 202 49
290 48 22
78 38 54
279 216 40
165 138 62
39 102 15
215 287 79
204 206 13
201 104 32
218 256 20
29 104 52
185 266 83
237 77 89
42 270 55
74 189 44
251 276 19
100 180 97
250 211 69
182 165 11
238 203 67
201 52 17
204 222 84
246 284 55
188 266 99
127 239 34
109 84 77
1 179 8
109 299 29
278 2 90
54 231 40
219 278 13
43 134 69
78 281 41
91 18 50
146 14 66
128 289 87
120 195 62
149 59 57
139 180 81
108 46 93
19 270 86
16 10 30
289 250 78
